Date,GLD_Adj_Close,GLD_Volume,SPY_Adj_Close,^VIX_Adj_Close,UUP_Adj_Close,USO_Adj_Close,TLT_Adj_Close,IEF_Adj_Close
2004-11-18,44.380001068115234,5992000.0,79.95069122314453,12.979999542236328,,,43.988624572753906,47.99333953857422
2004-11-19,44.779998779296875,11655300.0,79.06193542480469,13.5,,,43.63764572143555,47.730323791503906
2004-11-22,44.95000076293945,11996000.0,79.43896484375,12.970000267028809,,,43.86507797241211,47.76393508911133
2004-11-23,44.75,3169200.0,79.56017303466797,12.670000076293945,,,43.91942596435547,47.71914291381836
2004-11-24,45.04999923706055,6105100.0,79.74870300292969,12.720000267028809,,,43.91942596435547,47.7862663269043
2004-11-26,45.290000915527344,3097700.0,79.6881332397461,12.779999732971191,,,43.63272476196289,47.61283493041992
2004-11-29,45.400001525878906,3759000.0,79.32449340820312,13.300000190734863,,,43.16791534423828,47.32746124267578
2004-11-30,45.119998931884766,3857200.0,79.37837982177734,13.239999771118164,,,42.98500061035156,47.28269577026367
2004-12-01,45.380001068115234,2037500.0,80.28060913085938,12.970000267028809,,,42.917964935302734,47.26696014404297
2004-12-02,44.95000076293945,6457800.0,80.34797668457031,12.979999542236328,,,42.74420928955078,47.160308837890625
2004-12-03,45.599998474121094,4218300.0,80.29409790039062,12.960000038146973,,,43.409454345703125,47.63178634643555
2004-12-06,45.16999816894531,3102400.0,80.26716613769531,13.1899995803833,,,43.55837631225586,47.72162628173828
2004-12-07,45.11000061035156,3797300.0,79.51976776123047,13.670000076293945,,,43.61301803588867,47.71603012084961
2004-12-08,44.0099983215332,6148600.0,79.98438262939453,13.1899995803833,,,44.29313659667969,48.06959533691406
2004-12-09,43.779998779296875,3553400.0,80.26716613769531,12.880000114440918,,,44.00021743774414,47.95731735229492
2004-12-10,43.439998626708984,2464300.0,80.34797668457031,12.760000228881836,,,44.10942840576172,48.03031539916992
2004-12-13,43.90999984741211,1445100.0,81.0482406616211,12.539999961853027,,,44.203758239746094,48.06398391723633
2004-12-14,43.54999923706055,2240600.0,81.33104705810547,12.729999542236328,,,44.377506256103516,48.148197174072266
2004-12-15,43.9900016784668,2641400.0,81.39164733886719,12.350000381469727,,,44.77968215942383,48.32218933105469
2004-12-16,43.68000030517578,3269800.0,81.34446716308594,12.270000457763672,,,44.11933898925781,47.9517822265625
2004-12-17,44.189998626708984,1889300.0,80.80194091796875,11.949999809265137,,,44.05976486206055,47.88998794555664
2004-12-20,44.34000015258789,1942100.0,80.82221221923828,11.829999923706055,,,44.13920211791992,47.94614791870117
2004-12-21,44.220001220703125,1373400.0,81.44461059570312,11.550000190734863,,,44.27326202392578,48.01349639892578
2004-12-22,44.02000045776367,2705800.0,81.64082336425781,11.449999809265137,,,44.12432861328125,47.96300506591797
2004-12-23,44.27000045776367,639800.0,81.70172119140625,11.229999542236328,,,43.980342864990234,47.90118408203125
2004-12-27,44.47999954223633,2643500.0,81.53254699707031,12.140000343322754,,,43.637821197509766,47.69917297363281
2004-12-28,44.369998931884766,773200.0,81.97903442382812,12.0,,,43.60306930541992,47.693546295166016
2004-12-29,43.65999984741211,5632200.0,82.10081481933594,11.619999885559082,,,43.55837631225586,47.59811782836914
2004-12-30,43.83000183105469,1289600.0,81.94522857666016,12.5600004196167,,,43.85129928588867,47.777740478515625
2004-12-31,43.79999923706055,531600.0,81.76935577392578,13.289999961853027,,,44.12785720825195,47.834598541259766
2005-01-03,43.02000045776367,4750400.0,81.38371276855469,14.079999923706055,,,44.2225227355957,47.930335998535156
2005-01-04,42.7400016784668,3456800.0,80.3892822265625,13.979999542236328,,,43.75911331176758,47.63191604614258
2005-01-05,42.66999816894531,2033600.0,79.83454132080078,14.09000015258789,,,43.993309020996094,47.71072769165039
2005-01-06,42.150001525878906,2556400.0,80.24044799804688,13.579999923706055,,,44.023231506347656,47.755775451660156
2005-01-07,41.84000015258789,4492700.0,80.12541961669922,13.489999771118164,,,44.12287902832031,47.71635437011719
